국가명,국가코드,기준연도,gdp성장률
Sweden,SWE,1979,3.840004
Sweden,SWE,1980,1.699971
Sweden,SWE,1981,0.45483
Sweden,SWE,1982,1.248665
Sweden,SWE,1983,1.900639
Sweden,SWE,1984,4.229535
Sweden,SWE,1985,2.160374
Sweden,SWE,1986,2.691323
Sweden,SWE,1987,3.353843
Sweden,SWE,1988,2.559039
Sweden,SWE,1989,2.654807
Sweden,SWE,1990,0.754675
Sweden,SWE,1991,-1.145975
Sweden,SWE,1992,-1.158593
Sweden,SWE,1993,-2.065616
Sweden,SWE,1994,3.929973
Sweden,SWE,1995,3.935193
Sweden,SWE,1996,1.579456
Sweden,SWE,1997,3.070527
Sweden,SWE,1998,4.311836
Sweden,SWE,1999,4.247184
Sweden,SWE,2000,4.766349
Sweden,SWE,2001,1.449499
Sweden,SWE,2002,2.196921
Sweden,SWE,2003,2.309811
Sweden,SWE,2004,4.336856
Sweden,SWE,2005,2.858803
Sweden,SWE,2006,4.662774
Sweden,SWE,2007,3.439222
Sweden,SWE,2008,-0.450559
Sweden,SWE,2009,-4.339791
Sweden,SWE,2010,5.952107
Sweden,SWE,2011,3.195333
Sweden,SWE,2012,-0.588305
Sweden,SWE,2013,1.187776
Sweden,SWE,2014,2.657798
Sweden,SWE,2015,4.489282
Sweden,SWE,2016,2.070593
Sweden,SWE,2017,2.567925
Sweden,SWE,2018,1.950023
Sweden,SWE,2019,1.986196
Sweden,SWE,2020,-2.170213
Sweden,SWE,2021,5.38584
Sweden,SWE,2022,2.642217
Chile,CHL,1987,6.594274
Chile,CHL,1988,7.311285
Chile,CHL,1989,10.560234
Chile,CHL,1990,3.697579
Chile,CHL,1991,7.969901
Chile,CHL,1992,12.278024
Chile,CHL,1993,6.986264
Chile,CHL,1994,5.708119
Chile,CHL,1995,10.627577
Chile,CHL,1996,7.413506
Chile,CHL,1997,7.391739
Chile,CHL,1998,4.180887
Chile,CHL,1999,-0.273631
Chile,CHL,2000,4.971621
Chile,CHL,2001,3.154035
Chile,CHL,2002,3.202799
Chile,CHL,2003,4.723245
Chile,CHL,2004,6.674254
Chile,CHL,2005,5.837046
Chile,CHL,2006,6.049991
Chile,CHL,2007,5.168231
Chile,CHL,2008,3.789393
Chile,CHL,2009,-1.118037
Chile,CHL,2010,5.851651
Chile,CHL,2011,6.223897
Chile,CHL,2012,6.15534
Chile,CHL,2013,3.308508
Chile,CHL,2014,1.792649
Chile,CHL,2015,2.151942
Chile,CHL,2016,1.753039
Chile,CHL,2017,1.357695
Chile,CHL,2018,3.990029
Chile,CHL,2019,0.74313
Chile,CHL,2020,-6.145247
Chile,CHL,2021,11.737431
Chile,CHL,2022,2.440403
Slovak Republic,SVK,1993,1.901327
Slovak Republic,SVK,1994,6.20553
Slovak Republic,SVK,1995,5.843495
Slovak Republic,SVK,1996,6.619898
Slovak Republic,SVK,1997,5.925837
Slovak Republic,SVK,1998,4.076097
Slovak Republic,SVK,1999,-0.105915
Slovak Republic,SVK,2000,1.166527
Slovak Republic,SVK,2001,3.253784
Slovak Republic,SVK,2002,4.509444
Slovak Republic,SVK,2003,5.499083
Slovak Republic,SVK,2004,5.278881
Slovak Republic,SVK,2005,6.623461
Slovak Republic,SVK,2006,8.493177
Slovak Republic,SVK,2007,10.832029
Slovak Republic,SVK,2008,5.574886
Slovak Republic,SVK,2009,-5.455533
Slovak Republic,SVK,2010,6.716633
Slovak Republic,SVK,2011,2.671453
Slovak Republic,SVK,2012,1.318802
Slovak Republic,SVK,2013,0.63274
Slovak Republic,SVK,2014,2.69719
Slovak Republic,SVK,2015,5.167182
Slovak Republic,SVK,2016,1.943951
Slovak Republic,SVK,2017,2.938069
Slovak Republic,SVK,2018,4.03039
Slovak Republic,SVK,2019,2.509723
Slovak Republic,SVK,2020,-3.336245
Slovak Republic,SVK,2021,4.863264
Slovak Republic,SVK,2022,1.668703
Estonia,EST,1996,4.943015
Estonia,EST,1997,13.050014
Estonia,EST,1998,4.339833
Estonia,EST,1999,-0.425028
Estonia,EST,2000,10.087637
Estonia,EST,2001,6.003674
Estonia,EST,2002,6.771367
Estonia,EST,2003,7.600265
Estonia,EST,2004,6.804004
Estonia,EST,2005,9.526429
Estonia,EST,2006,9.765583
Estonia,EST,2007,7.579142
Estonia,EST,2008,-5.132
Estonia,EST,2009,-14.629059
Estonia,EST,2010,2.444266
Estonia,EST,2011,7.263086
Estonia,EST,2012,3.228202
Estonia,EST,2013,1.45843
Estonia,EST,2014,3.011363
Estonia,EST,2015,1.85302
Estonia,EST,2016,3.155566
Estonia,EST,2017,5.792042
Estonia,EST,2018,3.784205
Estonia,EST,2019,3.739705
Estonia,EST,2020,-0.551002
Estonia,EST,2021,8.013465
Estonia,EST,2022,-1.287411
India,IND,1951,2.946833
India,IND,1952,2.62568
India,IND,1953,6.150259
India,IND,1954,4.811059
India,IND,1955,3.236303
India,IND,1956,5.578462
India,IND,1957,-0.411223
India,IND,1958,7.390273
India,IND,1959,2.624728
India,IND,1960,5.496294
India,IND,1961,3.722742
India,IND,1962,2.931127
India,IND,1963,5.994353
India,IND,1964,7.45295
India,IND,1965,-2.63577
India,IND,1966,-0.055328
India,IND,1967,7.825963
India,IND,1968,3.387929
India,IND,1969,6.5397
India,IND,1970,5.15723
India,IND,1971,1.64293
India,IND,1972,-0.553301
India,IND,1973,3.295522
India,IND,1974,1.185336
India,IND,1975,9.149912
India,IND,1976,1.663104
India,IND,1977,7.254765
India,IND,1978,5.712532
India,IND,1979,-5.238183
India,IND,1980,6.735822
India,IND,1981,6.006204
India,IND,1982,3.475733
India,IND,1983,7.288893
India,IND,1984,3.820738
India,IND,1985,5.254299
India,IND,1986,4.776564
India,IND,1987,3.965355
India,IND,1988,9.627783
India,IND,1989,5.947343
India,IND,1990,5.533455
India,IND,1991,1.056832
India,IND,1992,5.482396
India,IND,1993,4.750777
India,IND,1994,6.658924
India,IND,1995,7.574492
India,IND,1996,7.549522
India,IND,1997,4.049821
India,IND,1998,6.184416
India,IND,1999,8.845722
India,IND,2000,3.840991
India,IND,2001,4.823966
India,IND,2002,3.803975
India,IND,2003,7.860381
India,IND,2004,7.922896
India,IND,2005,9.284872
India,IND,2006,9.263965
India,IND,2007,9.80136
India,IND,2008,3.890957
India,IND,2009,8.479787
India,IND,2010,10.259963
India,IND,2011,6.638353
India,IND,2012,5.456388
India,IND,2013,6.386108
India,IND,2014,7.410227
India,IND,2015,7.996254
India,IND,2016,8.256306
India,IND,2017,6.795383
India,IND,2018,6.532989
India,IND,2019,4.041554
Russia,RUS,1996,-3.607766
Russia,RUS,1997,1.381145
Russia,RUS,1998,-5.344865
Russia,RUS,1999,6.351101
Russia,RUS,2000,10.045657
Russia,RUS,2001,5.091119
Russia,RUS,2002,4.743783
Russia,RUS,2003,7.295854
Russia,RUS,2004,7.175949
Russia,RUS,2005,6.376187
Russia,RUS,2006,8.153432
Russia,RUS,2007,8.53508
Russia,RUS,2008,5.247954
Russia,RUS,2009,-7.820885
Russia,RUS,2010,4.503726
Russia,RUS,2011,4.264177
Russia,RUS,2012,4.024086
Russia,RUS,2013,1.755422
Russia,RUS,2014,0.736267
Russia,RUS,2015,-1.972719
Russia,RUS,2016,0.193671
Russia,RUS,2017,1.825809
Russia,RUS,2018,2.807245
Russia,RUS,2019,2.032983
Russia,RUS,2020,-2.951274
Japan,JPN,1971,4.698992
Japan,JPN,1972,8.413547
Japan,JPN,1973,8.0326
Japan,JPN,1974,-1.22524
Japan,JPN,1975,3.091576
Japan,JPN,1976,3.974984
Japan,JPN,1977,4.390338
Japan,JPN,1978,5.271942
Japan,JPN,1979,5.484042
Japan,JPN,1980,2.817591
Japan,JPN,1981,4.260624
Japan,JPN,1982,3.279743
Japan,JPN,1983,3.630199
Japan,JPN,1984,4.41088
Japan,JPN,1985,5.159808
Japan,JPN,1986,3.294048
Japan,JPN,1987,4.648861
Japan,JPN,1988,6.661637
Japan,JPN,1989,4.925785
Japan,JPN,1990,4.840929
Japan,JPN,1991,3.523357
Japan,JPN,1992,0.900586
Japan,JPN,1993,-0.45922
Japan,JPN,1994,1.083383
Japan,JPN,1995,2.631
Japan,JPN,1996,3.133871
Japan,JPN,1997,0.981229
Japan,JPN,1998,-1.27033
Japan,JPN,1999,-0.33393
Japan,JPN,2000,2.764648
Japan,JPN,2001,0.386103
Japan,JPN,2002,0.041962
Japan,JPN,2003,1.535125
Japan,JPN,2004,2.186116
Japan,JPN,2005,1.803901
Japan,JPN,2006,1.37235
Japan,JPN,2007,1.483969
Japan,JPN,2008,-1.224289
Japan,JPN,2009,-5.693236
Japan,JPN,2010,4.097918
Japan,JPN,2011,0.02381
Japan,JPN,2012,1.374751
Japan,JPN,2013,2.0051
Japan,JPN,2014,0.296206
Japan,JPN,2015,1.560627
Japan,JPN,2016,0.753827
Japan,JPN,2017,1.675332
Japan,JPN,2018,0.643391
Japan,JPN,2019,-0.402169
Japan,JPN,2020,-4.278604
Japan,JPN,2021,2.142487
Poland,POL,1991,-7.015579
Poland,POL,1992,2.514979
Poland,POL,1993,3.73831
Poland,POL,1994,5.292802
Poland,POL,1995,6.951909
Poland,POL,1996,6.115454
Poland,POL,1997,6.448994
Poland,POL,1998,4.640603
Poland,POL,1999,4.6549
Poland,POL,2000,4.560954
Poland,POL,2001,1.258541
Poland,POL,2002,2.035835
Poland,POL,2003,3.498456
Poland,POL,2004,4.982817
Poland,POL,2005,3.506843
Poland,POL,2006,6.13116
Poland,POL,2007,7.06151
Poland,POL,2008,4.199974
Poland,POL,2009,2.832205
Poland,POL,2010,2.934638
Poland,POL,2011,5.042154
Poland,POL,2012,1.545209
Poland,POL,2013,0.856551
Poland,POL,2014,3.837008
Poland,POL,2015,4.38328
Poland,POL,2016,2.953509
Poland,POL,2017,5.140012
Poland,POL,2018,5.945199
Poland,POL,2019,4.450022
Poland,POL,2020,-2.020107
Poland,POL,2021,6.93502
Poland,POL,2022,5.134302
Netherlands,NLD,1970,6.140182
Netherlands,NLD,1971,4.31698
Netherlands,NLD,1972,3.533875
Netherlands,NLD,1973,5.444223
Netherlands,NLD,1974,3.438718
Netherlands,NLD,1975,0.002029
Netherlands,NLD,1976,4.45631
Netherlands,NLD,1977,2.52044
Netherlands,NLD,1978,2.696247
Netherlands,NLD,1979,2.014166
Netherlands,NLD,1980,1.341914
Netherlands,NLD,1981,-0.783612
Netherlands,NLD,1982,-1.240757
Netherlands,NLD,1983,2.069958
Netherlands,NLD,1984,3.061679
Netherlands,NLD,1985,2.58018
Netherlands,NLD,1986,2.786976
Netherlands,NLD,1987,1.931249
Netherlands,NLD,1988,3.441219
Netherlands,NLD,1989,4.420118
Netherlands,NLD,1990,4.183223
Netherlands,NLD,1991,2.439135
Netherlands,NLD,1992,1.706071
Netherlands,NLD,1993,1.257552
Netherlands,NLD,1994,2.961092
Netherlands,NLD,1995,3.116036
Netherlands,NLD,1996,3.498742
Netherlands,NLD,1997,4.329053
Netherlands,NLD,1998,4.663917
Netherlands,NLD,1999,5.034048
Netherlands,NLD,2000,4.195642
Netherlands,NLD,2001,2.326955
Netherlands,NLD,2002,0.217274
Netherlands,NLD,2003,0.155646
Netherlands,NLD,2004,1.984946
Netherlands,NLD,2005,2.050876
Netherlands,NLD,2006,3.460989
Netherlands,NLD,2007,3.772843
Netherlands,NLD,2008,2.170325
Netherlands,NLD,2009,-3.666884
Netherlands,NLD,2010,1.342739
Netherlands,NLD,2011,1.551189
Netherlands,NLD,2012,-1.030354
Netherlands,NLD,2013,-0.130175
Netherlands,NLD,2014,1.423395
Netherlands,NLD,2015,1.95917
Netherlands,NLD,2016,2.191714
Netherlands,NLD,2017,2.910903
Netherlands,NLD,2018,2.360915
Netherlands,NLD,2019,1.955588
Netherlands,NLD,2020,-3.886084
Netherlands,NLD,2021,4.863219
Netherlands,NLD,2022,4.47824
Luxembourg,LUX,1971,2.667236
Luxembourg,LUX,1972,6.598193
Luxembourg,LUX,1973,8.312677
Luxembourg,LUX,1974,4.212467
Luxembourg,LUX,1975,-6.571371
Luxembourg,LUX,1976,2.534332
Luxembourg,LUX,1977,1.569777
Luxembourg,LUX,1978,4.074971
Luxembourg,LUX,1979,2.345609
Luxembourg,LUX,1980,0.840883
Luxembourg,LUX,1981,-0.550951
Luxembourg,LUX,1982,1.131297
Luxembourg,LUX,1983,2.989077
Luxembourg,LUX,1984,6.186939
Luxembourg,LUX,1985,2.791706
Luxembourg,LUX,1986,9.983935
Luxembourg,LUX,1987,3.950978
Luxembourg,LUX,1988,8.463283
Luxembourg,LUX,1989,9.798061
Luxembourg,LUX,1990,5.319932
Luxembourg,LUX,1991,8.644191
Luxembourg,LUX,1992,1.819653
Luxembourg,LUX,1993,4.200648
Luxembourg,LUX,1994,3.820921
Luxembourg,LUX,1995,1.4322
Luxembourg,LUX,1996,1.398074
Luxembourg,LUX,1997,5.419833
Luxembourg,LUX,1998,6.674512
Luxembourg,LUX,1999,8.175182
Luxembourg,LUX,2000,6.93813
Luxembourg,LUX,2001,3.074355
Luxembourg,LUX,2002,3.225417
Luxembourg,LUX,2003,2.619379
Luxembourg,LUX,2004,4.231891
Luxembourg,LUX,2005,2.482875
Luxembourg,LUX,2006,6.016715
Luxembourg,LUX,2007,8.098668
Luxembourg,LUX,2008,-0.300176
Luxembourg,LUX,2009,-3.238954
Luxembourg,LUX,2010,3.760414
Luxembourg,LUX,2011,1.044299
Luxembourg,LUX,2012,1.649902
Luxembourg,LUX,2013,3.17179
Luxembourg,LUX,2014,2.623086
Luxembourg,LUX,2015,2.269784
Luxembourg,LUX,2016,4.97819
Luxembourg,LUX,2017,1.317188
Luxembourg,LUX,2018,1.219322
Luxembourg,LUX,2019,2.319925
Luxembourg,LUX,2020,-0.797436
Luxembourg,LUX,2021,5.102455
Luxembourg,LUX,2022,1.548715
Mexico,MEX,1971,4.044944
Mexico,MEX,1972,8.423326
Mexico,MEX,1973,8.366534
Mexico,MEX,1974,6.066176
Mexico,MEX,1975,5.719237
Mexico,MEX,1976,4.098361
Mexico,MEX,1977,3.464567
Mexico,MEX,1978,8.371385
Mexico,MEX,1979,9.129213
Mexico,MEX,1980,8.365508
Mexico,MEX,1981,8.794032
Mexico,MEX,1982,-0.707069
Mexico,MEX,1983,-4.295858
Mexico,MEX,1984,3.599574
Mexico,MEX,1985,2.772269
Mexico,MEX,1986,-3.75392
Mexico,MEX,1987,1.855747
Mexico,MEX,1988,1.245438
Mexico,MEX,1989,4.198293
Mexico,MEX,1990,5.068306
Mexico,MEX,1991,4.222251
Mexico,MEX,1992,3.628659
Mexico,MEX,1993,3.553907
Mexico,MEX,1994,4.941081
Mexico,MEX,1995,-6.291231
Mexico,MEX,1996,6.773259
Mexico,MEX,1997,6.846852
Mexico,MEX,1998,5.163925
Mexico,MEX,1999,2.753554
Mexico,MEX,2000,4.942454
Mexico,MEX,2001,-0.40439
Mexico,MEX,2002,-0.039844
Mexico,MEX,2003,1.446383
Mexico,MEX,2004,3.920591
Mexico,MEX,2005,2.307807
Mexico,MEX,2006,4.495078
Mexico,MEX,2007,2.291446
Mexico,MEX,2008,1.143585
Mexico,MEX,2009,-5.285744
Mexico,MEX,2010,5.118118
Mexico,MEX,2011,3.663008
Mexico,MEX,2012,3.642323
Mexico,MEX,2013,1.354092
Mexico,MEX,2014,2.849773
Mexico,MEX,2015,3.293152
Mexico,MEX,2016,2.630532
Mexico,MEX,2017,2.113129
Mexico,MEX,2018,2.194995
Mexico,MEX,2019,-0.199048
Mexico,MEX,2020,-7.987912
Mexico,MEX,2021,4.720565
South Africa,ZAF,1961,3.844693
South Africa,ZAF,1962,6.178031
South Africa,ZAF,1963,7.373616
South Africa,ZAF,1964,7.939646
South Africa,ZAF,1965,6.12282
South Africa,ZAF,1966,4.438362
South Africa,ZAF,1967,7.196569
South Africa,ZAF,1968,4.153355
South Africa,ZAF,1969,4.715923
South Africa,ZAF,1970,5.248612
South Africa,ZAF,1971,4.278955
South Africa,ZAF,1972,1.65481
South Africa,ZAF,1973,4.571971
South Africa,ZAF,1974,6.111086
South Africa,ZAF,1975,1.695439
South Africa,ZAF,1976,2.249874
South Africa,ZAF,1977,-0.093991
South Africa,ZAF,1978,3.014488
South Africa,ZAF,1979,3.790508
South Africa,ZAF,1980,6.620603
South Africa,ZAF,1981,5.360773
South Africa,ZAF,1982,-0.383394
South Africa,ZAF,1983,-1.846549
South Africa,ZAF,1984,5.099124
South Africa,ZAF,1985,-1.211528
South Africa,ZAF,1986,0.017868
South Africa,ZAF,1987,2.100724
South Africa,ZAF,1988,4.200104
South Africa,ZAF,1989,2.394783
South Africa,ZAF,1990,-0.317759
South Africa,ZAF,1991,-1.018257
South Africa,ZAF,1992,-2.137037
South Africa,ZAF,1993,1.27013
South Africa,ZAF,1994,3.2
South Africa,ZAF,1995,3.1
South Africa,ZAF,1996,4.3
South Africa,ZAF,1997,2.6
South Africa,ZAF,1998,0.5
South Africa,ZAF,1999,2.4
South Africa,ZAF,2000,4.2
South Africa,ZAF,2001,2.7
South Africa,ZAF,2002,3.700374
South Africa,ZAF,2003,2.949075
South Africa,ZAF,2004,4.55456
South Africa,ZAF,2005,5.277052
South Africa,ZAF,2006,5.603806
South Africa,ZAF,2007,5.360474
South Africa,ZAF,2008,3.191044
South Africa,ZAF,2009,-1.538089
South Africa,ZAF,2010,3.039733
South Africa,ZAF,2011,3.168556
South Africa,ZAF,2012,2.396232
South Africa,ZAF,2013,2.485468
South Africa,ZAF,2014,1.413826
South Africa,ZAF,2015,1.321862
South Africa,ZAF,2016,0.664552
South Africa,ZAF,2017,1.157947
South Africa,ZAF,2018,1.522329
South Africa,ZAF,2019,0.303453
South Africa,ZAF,2020,-6.342471
South Africa,ZAF,2021,4.913097
South Africa,ZAF,2022,2.0423
Slovenia,SVN,1996,3.203002
Slovenia,SVN,1997,5.049794
Slovenia,SVN,1998,3.279368
Slovenia,SVN,1999,5.332667
Slovenia,SVN,2000,3.672369
Slovenia,SVN,2001,3.216561
Slovenia,SVN,2002,3.5056
Slovenia,SVN,2003,2.96026
Slovenia,SVN,2004,4.359193
Slovenia,SVN,2005,3.79797
Slovenia,SVN,2006,5.746397
Slovenia,SVN,2007,6.980162
Slovenia,SVN,2008,3.509841
Slovenia,SVN,2009,-7.548439
Slovenia,SVN,2010,1.343748
Slovenia,SVN,2011,0.861329
Slovenia,SVN,2012,-2.639439
Slovenia,SVN,2013,-1.029284
Slovenia,SVN,2014,2.768158
Slovenia,SVN,2015,2.210082
Slovenia,SVN,2016,3.191854
Slovenia,SVN,2017,4.815379
Slovenia,SVN,2018,4.454366
Slovenia,SVN,2019,3.451081
Slovenia,SVN,2020,-4.32137
Slovenia,SVN,2021,8.211062
Slovenia,SVN,2022,5.374553
Hungary,HUN,1992,-3.06418
Hungary,HUN,1993,-0.576109
Hungary,HUN,1994,2.947155
Hungary,HUN,1995,1.489525
Hungary,HUN,1996,0.082413
Hungary,HUN,1997,3.143122
Hungary,HUN,1998,3.900005
Hungary,HUN,1999,3.071027
Hungary,HUN,2000,4.479195
Hungary,HUN,2001,4.074088
Hungary,HUN,2002,4.741287
Hungary,HUN,2003,4.07425
Hungary,HUN,2004,5.004621
Hungary,HUN,2005,4.294278
Hungary,HUN,2006,3.946067
Hungary,HUN,2007,0.277373
Hungary,HUN,2008,1.003943
Hungary,HUN,2009,-6.597867
Hungary,HUN,2010,1.076254
Hungary,HUN,2011,1.866837
Hungary,HUN,2012,-1.250226
Hungary,HUN,2013,1.802522
Hungary,HUN,2014,4.23221
Hungary,HUN,2015,3.707316
Hungary,HUN,2016,2.201002
Hungary,HUN,2017,4.271976
Hungary,HUN,2018,5.362348
Hungary,HUN,2019,4.864226
Hungary,HUN,2020,-4.535551
Hungary,HUN,2021,7.2
Hungary,HUN,2022,4.577906
Türkiye,TUR,1971,5.566595
Türkiye,TUR,1972,7.425898
Türkiye,TUR,1973,3.262177
Türkiye,TUR,1974,5.594467
Türkiye,TUR,1975,7.174097
Türkiye,TUR,1976,10.461265
Türkiye,TUR,1977,3.406565
Türkiye,TUR,1978,1.503003
Türkiye,TUR,1979,-0.62415
Türkiye,TUR,1980,-2.447305
Türkiye,TUR,1981,4.85661
Türkiye,TUR,1982,3.563355
Türkiye,TUR,1983,4.971006
Türkiye,TUR,1984,6.711957
Türkiye,TUR,1985,4.241452
Türkiye,TUR,1986,7.011976
Türkiye,TUR,1987,9.48572
Türkiye,TUR,1988,2.120351
Türkiye,TUR,1989,0.251642
Türkiye,TUR,1990,9.255306
Türkiye,TUR,1991,0.926514
Türkiye,TUR,1992,5.984286
Türkiye,TUR,1993,8.042019
Türkiye,TUR,1994,-5.455666
Türkiye,TUR,1995,7.191224
Türkiye,TUR,1996,7.005317
Türkiye,TUR,1997,7.528799
Türkiye,TUR,1998,3.091866
Türkiye,TUR,1999,-3.263168
Türkiye,TUR,2000,6.93324
Türkiye,TUR,2001,-5.750006
Türkiye,TUR,2002,6.447722
Türkiye,TUR,2003,5.763206
Türkiye,TUR,2004,9.795936
Türkiye,TUR,2005,8.992305
Türkiye,TUR,2006,6.947988
Türkiye,TUR,2007,5.043508
Türkiye,TUR,2008,0.815024
Türkiye,TUR,2009,-4.823154
Türkiye,TUR,2010,8.427104
Türkiye,TUR,2011,11.200111
Türkiye,TUR,2012,4.788493
Türkiye,TUR,2013,8.485817
Türkiye,TUR,2014,4.939715
Türkiye,TUR,2015,6.084487
Türkiye,TUR,2016,3.323084
Türkiye,TUR,2017,7.501998
Türkiye,TUR,2018,2.979885
Türkiye,TUR,2019,0.78361
Türkiye,TUR,2020,1.940032
Türkiye,TUR,2021,11.353496
Türkiye,TUR,2022,5.56586
Indonesia,IDN,1994,7.539969
Indonesia,IDN,1995,8.220146
Indonesia,IDN,1996,7.817992
Indonesia,IDN,1997,4.699904
Indonesia,IDN,1998,-13.126749
Indonesia,IDN,1999,0.791153
Indonesia,IDN,2000,4.920041
Indonesia,IDN,2001,3.643466
Indonesia,IDN,2002,4.499475
Indonesia,IDN,2003,4.780369
Indonesia,IDN,2004,5.030874
Indonesia,IDN,2005,5.692571
Indonesia,IDN,2006,5.500952
Indonesia,IDN,2007,6.345022
Indonesia,IDN,2008,6.013703
Indonesia,IDN,2009,4.701769
Indonesia,IDN,2010,6.377626
Indonesia,IDN,2011,6.169784
Indonesia,IDN,2012,6.030051
Indonesia,IDN,2013,5.557264
Indonesia,IDN,2014,5.006668
Indonesia,IDN,2015,4.876322
Indonesia,IDN,2016,5.033069
Indonesia,IDN,2017,5.069786
Indonesia,IDN,2018,5.174292
Indonesia,IDN,2019,5.019288
Indonesia,IDN,2020,-2.065512
Indonesia,IDN,2021,3.703055
Indonesia,IDN,2022,5.308595
Norway,NOR,1971,5.673611
Norway,NOR,1972,5.330605
Norway,NOR,1973,4.532934
Norway,NOR,1974,3.922182
Norway,NOR,1975,4.952103
Norway,NOR,1976,5.825534
Norway,NOR,1977,4.160715
Norway,NOR,1978,3.869354
Norway,NOR,1979,4.372506
Norway,NOR,1980,4.564243
Norway,NOR,1981,1.598344
Norway,NOR,1982,0.235322
Norway,NOR,1983,3.973007
Norway,NOR,1984,6.052381
Norway,NOR,1985,5.553405
Norway,NOR,1986,4.042112
Norway,NOR,1987,1.753497
Norway,NOR,1988,-0.255127
Norway,NOR,1989,1.038252
Norway,NOR,1990,1.932291
Norway,NOR,1991,3.084439
Norway,NOR,1992,3.574459
Norway,NOR,1993,2.845183
Norway,NOR,1994,5.055274
Norway,NOR,1995,4.155643
Norway,NOR,1996,5.027962
Norway,NOR,1997,5.284558
Norway,NOR,1998,2.668687
Norway,NOR,1999,2.072047
Norway,NOR,2000,3.318946
Norway,NOR,2001,2.06713
Norway,NOR,2002,1.377557
Norway,NOR,2003,0.944909
Norway,NOR,2004,4.014627
Norway,NOR,2005,2.685084
Norway,NOR,2006,2.46151
Norway,NOR,2007,2.914003
Norway,NOR,2008,0.48192
Norway,NOR,2009,-1.940365
Norway,NOR,2010,0.787052
Norway,NOR,2011,1.105656
Norway,NOR,2012,2.717959
Norway,NOR,2013,1.016191
Norway,NOR,2014,2.048132
Norway,NOR,2015,1.85734
Norway,NOR,2016,1.164724
Norway,NOR,2017,2.463746
Norway,NOR,2018,0.828931
Norway,NOR,2019,1.123747
Norway,NOR,2020,-1.278172
Norway,NOR,2021,3.898399
Norway,NOR,2022,3.280558
Italy,ITA,1971,1.818108
Italy,ITA,1972,3.690486
Italy,ITA,1973,7.125862
Italy,ITA,1974,5.500141
Italy,ITA,1975,-2.090163
Italy,ITA,1976,7.125385
Italy,ITA,1977,2.560501
Italy,ITA,1978,3.24014
Italy,ITA,1979,5.959159
Italy,ITA,1980,3.430016
Italy,ITA,1981,0.844228
Italy,ITA,1982,0.413586
Italy,ITA,1983,1.169203
Italy,ITA,1984,3.225852
Italy,ITA,1985,2.798086
Italy,ITA,1986,2.859972
Italy,ITA,1987,3.191961
Italy,ITA,1988,4.194377
Italy,ITA,1989,3.388384
Italy,ITA,1990,1.985775
Italy,ITA,1991,1.538448
Italy,ITA,1992,0.834275
Italy,ITA,1993,-0.852806
Italy,ITA,1994,2.151024
Italy,ITA,1995,2.886837
Italy,ITA,1996,1.266785
Italy,ITA,1997,1.830212
Italy,ITA,1998,1.810615
Italy,ITA,1999,1.625728
Italy,ITA,2000,3.786955
Italy,ITA,2001,1.951372
Italy,ITA,2002,0.253943
Italy,ITA,2003,0.138627
Italy,ITA,2004,1.423594
Italy,ITA,2005,0.817849
Italy,ITA,2006,1.79064
Italy,ITA,2007,1.487073
Italy,ITA,2008,-0.962013
Italy,ITA,2009,-5.280937
Italy,ITA,2010,1.713296
Italy,ITA,2011,0.707333
Italy,ITA,2012,-2.980906
Italy,ITA,2013,-1.841065
Italy,ITA,2014,-0.004548
Italy,ITA,2015,0.778304
Italy,ITA,2016,1.293463
Italy,ITA,2017,1.667859
Italy,ITA,2018,0.925811
Italy,ITA,2019,0.483198
Italy,ITA,2020,-8.979126
Italy,ITA,2021,6.986766
Italy,ITA,2022,3.674683
New Zealand,NZL,1978,0.318564
New Zealand,NZL,1979,2.191775
New Zealand,NZL,1980,1.284252
New Zealand,NZL,1981,4.655653
New Zealand,NZL,1982,0.929684
New Zealand,NZL,1983,3.491525
New Zealand,NZL,1984,4.792699
New Zealand,NZL,1985,1.615335
New Zealand,NZL,1986,2.705642
New Zealand,NZL,1987,0.970839
New Zealand,NZL,1988,-0.353677
New Zealand,NZL,1989,0.161414
New Zealand,NZL,1990,0.153141
New Zealand,NZL,1991,-1.090793
New Zealand,NZL,1992,1.093834
New Zealand,NZL,1993,6.391529
New Zealand,NZL,1994,5.119249
New Zealand,NZL,1995,4.722081
New Zealand,NZL,1996,3.615674
New Zealand,NZL,1997,2.079197
New Zealand,NZL,1998,0.859093
New Zealand,NZL,1999,5.375365
New Zealand,NZL,2000,2.871343
New Zealand,NZL,2001,3.410881
New Zealand,NZL,2002,4.713963
New Zealand,NZL,2003,4.728476
New Zealand,NZL,2004,4.088957
New Zealand,NZL,2005,3.353316
New Zealand,NZL,2006,2.798463
New Zealand,NZL,2007,3.065118
New Zealand,NZL,2008,-1.210712
New Zealand,NZL,2009,-0.112068
New Zealand,NZL,2010,1.466751
New Zealand,NZL,2011,2.22158
New Zealand,NZL,2012,2.273032
New Zealand,NZL,2013,2.764921
New Zealand,NZL,2014,3.810837
New Zealand,NZL,2015,3.736431
New Zealand,NZL,2016,3.801758
New Zealand,NZL,2017,3.524413
New Zealand,NZL,2018,3.525183
New Zealand,NZL,2019,2.445983
New Zealand,NZL,2020,-0.653922
New Zealand,NZL,2021,5.167848
Iceland,ISL,1996,4.567124
Iceland,ISL,1997,5.771612
Iceland,ISL,1998,7.362801
Iceland,ISL,1999,4.034924
Iceland,ISL,2000,4.985043
