"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1955","1955","PC","Percentage","0","Units",,,3.907273,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1956","1956","PC","Percentage","0","Units",,,1.6956,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1957","1957","PC","Percentage","0","Units",,,1.987986,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1958","1958","PC","Percentage","0","Units",,,1.356184,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1959","1959","PC","Percentage","0","Units",,,4.168058,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1960","1960","PC","Percentage","0","Units",,,6.34951,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1961","1961","PC","Percentage","0","Units",,,2.701314,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1962","1962","PC","Percentage","0","Units",,,1.098696,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1963","1963","PC","Percentage","0","Units",,,4.859545,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1964","1964","PC","Percentage","0","Units",,,5.594811,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1965","1965","PC","Percentage","0","Units",,,2.130333,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1966","1966","PC","Percentage","0","Units",,,1.56745,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1967","1967","PC","Percentage","0","Units",,,2.775738,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1968","1968","PC","Percentage","0","Units",,,5.472693,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1969","1969","PC","Percentage","0","Units",,,1.939138,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1970","1970","PC","Percentage","0","Units",,,2.708581,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1971","1971","PC","Percentage","0","Units",,,3.504717,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1972","1972","PC","Percentage","0","Units",,,4.321668,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1973","1973","PC","Percentage","0","Units",,,6.523848,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1974","1974","PC","Percentage","0","Units",,,-2.484404,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1975","1975","PC","Percentage","0","Units",,,-1.47365,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1976","1976","PC","Percentage","0","Units",,,2.910266,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1977","1977","PC","Percentage","0","Units",,,2.45775,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1978","1978","PC","Percentage","0","Units",,,4.204261,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1979","1979","PC","Percentage","0","Units",,,3.749017,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1980","1980","PC","Percentage","0","Units",,,-2.031368,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1981","1981","PC","Percentage","0","Units",,,-0.787744,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1982","1982","PC","Percentage","0","Units",,,1.994891,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1983","1983","PC","Percentage","0","Units",,,4.221856,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1984","1984","PC","Percentage","0","Units",,,2.269105,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1985","1985","PC","Percentage","0","Units",,,4.147415,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1986","1986","PC","Percentage","0","Units",,,3.150341,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1987","1987","PC","Percentage","0","Units",,,5.392738,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1988","1988","PC","Percentage","0","Units",,,5.732414,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1989","1989","PC","Percentage","0","Units",,,2.577603,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1990","1990","PC","Percentage","0","Units",,,0.733755,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1991","1991","PC","Percentage","0","Units",,,-1.103122,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1992","1992","PC","Percentage","0","Units",,,0.401082,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1993","1993","PC","Percentage","0","Units",,,2.489831,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1994","1994","PC","Percentage","0","Units",,,3.846009,"E","Estimated value"
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1995","1995","PC","Percentage","0","Units",,,2.53167,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1996","1996","PC","Percentage","0","Units",,,1.907716,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1997","1997","PC","Percentage","0","Units",,,4.524067,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1998","1998","PC","Percentage","0","Units",,,3.157287,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","1999","1999","PC","Percentage","0","Units",,,3.01407,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2000","2000","PC","Percentage","0","Units",,,4.092653,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2001","2001","PC","Percentage","0","Units",,,2.157428,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2002","2002","PC","Percentage","0","Units",,,1.770765,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2003","2003","PC","Percentage","0","Units",,,3.123053,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2004","2004","PC","Percentage","0","Units",,,2.344971,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2005","2005","PC","Percentage","0","Units",,,2.668338,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2006","2006","PC","Percentage","0","Units",,,2.160405,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2007","2007","PC","Percentage","0","Units",,,2.563461,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2008","2008","PC","Percentage","0","Units",,,-0.154344,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2009","2009","PC","Percentage","0","Units",,,-4.510486,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2010","2010","PC","Percentage","0","Units",,,2.430073,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2011","2011","PC","Percentage","0","Units",,,1.067611,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2012","2012","PC","Percentage","0","Units",,,1.448457,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2013","2013","PC","Percentage","0","Units",,,1.819863,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2014","2014","PC","Percentage","0","Units",,,3.199703,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2015","2015","PC","Percentage","0","Units",,,2.393103,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2016","2016","PC","Percentage","0","Units",,,2.165206,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2017","2017","PC","Percentage","0","Units",,,2.44357,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2018","2018","PC","Percentage","0","Units",,,1.705021,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2019","2019","PC","Percentage","0","Units",,,1.604309,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2020","2020","PC","Percentage","0","Units",,,-11.030858,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2021","2021","PC","Percentage","0","Units",,,7.597471,,
"GBR","United Kingdom","B1_GA","Gross domestic product (output approach)","G","Growth rate","2022","2022","PC","Percentage","0","Units",,,4.101621,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1971","1971","PC","Percentage","0","Units",,,7.075884,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1972","1972","PC","Percentage","0","Units",,,3.826296,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1973","1973","PC","Percentage","0","Units",,,7.772898,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1974","1974","PC","Percentage","0","Units",,,2.335503,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1975","1975","PC","Percentage","0","Units",,,8.704543,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1976","1976","PC","Percentage","0","Units",,,-1.560131,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1977","1977","PC","Percentage","0","Units",,,7.575974,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1978","1978","PC","Percentage","0","Units",,,11.663427,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1979","1979","PC","Percentage","0","Units",,,7.592717,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1980","1980","PC","Percentage","0","Units",,,7.832633,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1981","1981","PC","Percentage","0","Units",,,5.111629,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1982","1982","PC","Percentage","0","Units",,,9.018935,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1983","1983","PC","Percentage","0","Units",,,10.76868,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1984","1984","PC","Percentage","0","Units",,,15.192646,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1985","1985","PC","Percentage","0","Units",,,13.430746,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1986","1986","PC","Percentage","0","Units",,,8.949006,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1987","1987","PC","Percentage","0","Units",,,11.658049,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1988","1988","PC","Percentage","0","Units",,,11.221908,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1989","1989","PC","Percentage","0","Units",,,4.206915,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1990","1990","PC","Percentage","0","Units",,,3.919807,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1991","1991","PC","Percentage","0","Units",,,9.262411,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1992","1992","PC","Percentage","0","Units",,,14.224775,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1993","1993","PC","Percentage","0","Units",,,13.883747,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1994","1994","PC","Percentage","0","Units",,,13.036584,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1995","1995","PC","Percentage","0","Units",,,10.953932,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1996","1996","PC","Percentage","0","Units",,,9.922745,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1997","1997","PC","Percentage","0","Units",,,9.23656,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1998","1998","PC","Percentage","0","Units",,,7.846128,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","1999","1999","PC","Percentage","0","Units",,,7.661641,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2000","2000","PC","Percentage","0","Units",,,8.489981,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2001","2001","PC","Percentage","0","Units",,,8.335768,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2002","2002","PC","Percentage","0","Units",,,9.133638,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2003","2003","PC","Percentage","0","Units",,,10.038047,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2004","2004","PC","Percentage","0","Units",,,10.113647,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2005","2005","PC","Percentage","0","Units",,,11.394588,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2006","2006","PC","Percentage","0","Units",,,12.720995,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2007","2007","PC","Percentage","0","Units",,,14.230838,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2008","2008","PC","Percentage","0","Units",,,9.65066,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2009","2009","PC","Percentage","0","Units",,,9.398742,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2010","2010","PC","Percentage","0","Units",,,10.63585,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2011","2011","PC","Percentage","0","Units",,,9.550825,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2012","2012","PC","Percentage","0","Units",,,7.86372,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2013","2013","PC","Percentage","0","Units",,,7.766147,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2014","2014","PC","Percentage","0","Units",,,7.425774,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2015","2015","PC","Percentage","0","Units",,,7.041319,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2016","2016","PC","Percentage","0","Units",,,6.848768,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2017","2017","PC","Percentage","0","Units",,,6.947196,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2018","2018","PC","Percentage","0","Units",,,6.749771,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2019","2019","PC","Percentage","0","Units",,,6.11012,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","G","Growth rate","2020","2020","PC","Percentage","0","Units",,,2.084852,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1975","1975","COP","Colombian Peso","6","Millions",,,406018.938,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1976","1976","COP","Colombian Peso","6","Millions",,,536762.346,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1977","1977","COP","Colombian Peso","6","Millions",,,727366.846,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1978","1978","COP","Colombian Peso","6","Millions",,,930731.419,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1979","1979","COP","Colombian Peso","6","Millions",,,1225676.32,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1980","1980","COP","Colombian Peso","6","Millions",,,1639959.043,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1981","1981","COP","Colombian Peso","6","Millions",,,2077711.513,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1982","1982","COP","Colombian Peso","6","Millions",,,2639865.005,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1983","1983","COP","Colombian Peso","6","Millions",,,3255173.935,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1984","1984","COP","Colombian Peso","6","Millions",,,4125914.888,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1985","1985","COP","Colombian Peso","6","Millions",,,5346103.597,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1986","1986","COP","Colombian Peso","6","Millions",,,7357883.56,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1987","1987","COP","Colombian Peso","6","Millions",,,9654069.096,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1988","1988","COP","Colombian Peso","6","Millions",,,12975720.481,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1989","1989","COP","Colombian Peso","6","Millions",,,16867986.51,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","COP","Colombian Peso","6","Millions",,,22731432.933,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","COP","Colombian Peso","6","Millions",,,29668760.015,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","COP","Colombian Peso","6","Millions",,,38251602.917,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","COP","Colombian Peso","6","Millions",,,50479397.494,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","COP","Colombian Peso","6","Millions",,,67565860.086,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","COP","Colombian Peso","6","Millions",,,86750611.538,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","COP","Colombian Peso","6","Millions",,,105505525.075,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","COP","Colombian Peso","6","Millions",,,130002697.182,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","COP","Colombian Peso","6","Millions",,,153190719.196,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","COP","Colombian Peso","6","Millions",,,167112451.198,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","COP","Colombian Peso","6","Millions",,,195108574.343,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","COP","Colombian Peso","6","Millions",,,212819999.267,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","COP","Colombian Peso","6","Millions",,,232874355.313,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","COP","Colombian Peso","6","Millions",,,264601353.418,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","COP","Colombian Peso","6","Millions",,,300539671.481,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","COP","Colombian Peso","6","Millions",,,337958000,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","COP","Colombian Peso","6","Millions",,,381604000,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","COP","Colombian Peso","6","Millions",,,428506000,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","COP","Colombian Peso","6","Millions",,,476554000,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","COP","Colombian Peso","6","Millions",,,501574000,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","COP","Colombian Peso","6","Millions",,,544060000,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","COP","Colombian Peso","6","Millions",,,619023000,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","COP","Colombian Peso","6","Millions",,,666507000,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","COP","Colombian Peso","6","Millions",,,714093000,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","COP","Colombian Peso","6","Millions",,,762903000,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","COP","Colombian Peso","6","Millions",,,804692000,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2016","2016","COP","Colombian Peso","6","Millions",,,863782000,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2017","2017","COP","Colombian Peso","6","Millions",,,920471000,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2018","2018","COP","Colombian Peso","6","Millions",,,987791000,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2019","2019","COP","Colombian Peso","6","Millions",,,1060068000,,
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2020","2020","COP","Colombian Peso","6","Millions",,,997742000,"P","Provisional value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","C","Current prices","2021","2021","COP","Colombian Peso","6","Millions",,,1192586000,"P","Provisional value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1976","1976","PC","Percentage","0","Units",,,4.643699,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1977","1977","PC","Percentage","0","Units",,,4.191094,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1978","1978","PC","Percentage","0","Units",,,8.507129,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1979","1979","PC","Percentage","0","Units",,,5.430969,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1980","1980","PC","Percentage","0","Units",,,4.156122,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1981","1981","PC","Percentage","0","Units",,,2.470697,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1982","1982","PC","Percentage","0","Units",,,1.127302,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1983","1983","PC","Percentage","0","Units",,,1.711095,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1984","1984","PC","Percentage","0","Units",,,3.014929,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1985","1985","PC","Percentage","0","Units",,,3.021915,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1986","1986","PC","Percentage","0","Units",,,5.769302,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1987","1987","PC","Percentage","0","Units",,,5.604214,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1988","1988","PC","Percentage","0","Units",,,4.51529,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1989","1989","PC","Percentage","0","Units",,,3.550786,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1990","1990","PC","Percentage","0","Units",,,4.383466,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1991","1991","PC","Percentage","0","Units",,,2.789221,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1992","1992","PC","Percentage","0","Units",,,4.323615,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1993","1993","PC","Percentage","0","Units",,,5.72679,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1994","1994","PC","Percentage","0","Units",,,5.607812,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1995","1995","PC","Percentage","0","Units",,,5.32544,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1996","1996","PC","Percentage","0","Units",,,1.588052,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1997","1997","PC","Percentage","0","Units",,,3.194517,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1998","1998","PC","Percentage","0","Units",,,0.604257,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1999","1999","PC","Percentage","0","Units",,,-5.190991,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2000","2000","PC","Percentage","0","Units",,,2.569198,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2001","2001","PC","Percentage","0","Units",,,1.677928,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2002","2002","PC","Percentage","0","Units",,,2.503863,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2003","2003","PC","Percentage","0","Units",,,3.918507,"E","Estimated value"
"COL","Colombia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2004","2004","PC","Percentage","0","Units",,,5.332942,"E","Estimated value"
