"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","G","Growth rate","2012","2012","PC","Percentage","0","Units",,,-2.980906,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","G","Growth rate","2013","2013","PC","Percentage","0","Units",,,-1.841065,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","G","Growth rate","2014","2014","PC","Percentage","0","Units",,,-0.004548,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","G","Growth rate","2015","2015","PC","Percentage","0","Units",,,0.778304,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","G","Growth rate","2016","2016","PC","Percentage","0","Units",,,1.293463,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","G","Growth rate","2017","2017","PC","Percentage","0","Units",,,1.667859,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","G","Growth rate","2018","2018","PC","Percentage","0","Units",,,0.925811,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","G","Growth rate","2019","2019","PC","Percentage","0","Units",,,0.483198,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","G","Growth rate","2020","2020","PC","Percentage","0","Units",,,-8.979126,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","G","Growth rate","2021","2021","PC","Percentage","0","Units",,,6.986766,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","G","Growth rate","2022","2022","PC","Percentage","0","Units",,,3.674683,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","IDR","Rupiah","6","Millions",,,396455738.641,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","IDR","Rupiah","6","Millions",,,459503559.209,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","IDR","Rupiah","6","Millions",,,546415847.488,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","IDR","Rupiah","6","Millions",,,640252073.731,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","IDR","Rupiah","6","Millions",,,754614023.977,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","IDR","Rupiah","6","Millions",,,1149004627.251,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","IDR","Rupiah","6","Millions",,,1322094901.398,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","IDR","Rupiah","6","Millions",,,1520682588.518,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","IDR","Rupiah","6","Millions",,,1801401225.119,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","IDR","Rupiah","6","Millions",,,1993445339.808,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","IDR","Rupiah","6","Millions",,,2203357478.932,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","IDR","Rupiah","6","Millions",,,2512087021.458,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","IDR","Rupiah","6","Millions",,,3035611121.253,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","IDR","Rupiah","6","Millions",,,3653762286.149,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","IDR","Rupiah","6","Millions",,,4323057002.697,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","IDR","Rupiah","6","Millions",,,5414841900,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","IDR","Rupiah","6","Millions",,,6011375000,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","IDR","Rupiah","6","Millions",,,6864133100,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","IDR","Rupiah","6","Millions",,,7831726000,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","IDR","Rupiah","6","Millions",,,8615704500,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","IDR","Rupiah","6","Millions",,,9546134000,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","IDR","Rupiah","6","Millions",,,10569705300,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","IDR","Rupiah","6","Millions",,,11526332800,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2016","2016","IDR","Rupiah","6","Millions",,,12401728500,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2017","2017","IDR","Rupiah","6","Millions",,,13589825700,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2018","2018","IDR","Rupiah","6","Millions",,,14838756000,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2019","2019","IDR","Rupiah","6","Millions",,,15832657200,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2020","2020","IDR","Rupiah","6","Millions",,,15443353200,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2021","2021","IDR","Rupiah","6","Millions",,,16976690800,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2022","2022","IDR","Rupiah","6","Millions",,,19588445600,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","ILS","New Israeli Sheqel","6","Millions",,,315864.156,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","ILS","New Israeli Sheqel","6","Millions",,,365468.356,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","ILS","New Israeli Sheqel","6","Millions",,,409993.538,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","ILS","New Israeli Sheqel","6","Millions",,,456227.436,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","ILS","New Israeli Sheqel","6","Millions",,,500584.684,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","ILS","New Israeli Sheqel","6","Millions",,,554658.652,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","ILS","New Israeli Sheqel","6","Millions",,,566237.877,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","ILS","New Israeli Sheqel","6","Millions",,,592512.219,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","ILS","New Israeli Sheqel","6","Millions",,,597952.947,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","ILS","New Israeli Sheqel","6","Millions",,,627359.651,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","ILS","New Israeli Sheqel","6","Millions",,,660068.849,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","ILS","New Israeli Sheqel","6","Millions",,,707003.822,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","ILS","New Israeli Sheqel","6","Millions",,,756104.521,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","ILS","New Israeli Sheqel","6","Millions",,,791265.462,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","ILS","New Israeli Sheqel","6","Millions",,,833529.792,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","ILS","New Israeli Sheqel","6","Millions",,,891237.382,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","ILS","New Israeli Sheqel","6","Millions",,,954615.753,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","ILS","New Israeli Sheqel","6","Millions",,,1011340.215,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","ILS","New Israeli Sheqel","6","Millions",,,1075041.111,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","ILS","New Israeli Sheqel","6","Millions",,,1124649.387,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","ILS","New Israeli Sheqel","6","Millions",,,1179320.725,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2016","2016","ILS","New Israeli Sheqel","6","Millions",,,1237057.24,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2017","2017","ILS","New Israeli Sheqel","6","Millions",,,1289524.316,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2018","2018","ILS","New Israeli Sheqel","6","Millions",,,1352532.822,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2019","2019","ILS","New Israeli Sheqel","6","Millions",,,1434617.152,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2020","2020","ILS","New Israeli Sheqel","6","Millions",,,1422635.043,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","2021","2021","ILS","New Israeli Sheqel","6","Millions",,,1578037.629,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1978","1978","PC","Percentage","0","Units",,,0.318564,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1979","1979","PC","Percentage","0","Units",,,2.191775,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1980","1980","PC","Percentage","0","Units",,,1.284252,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1981","1981","PC","Percentage","0","Units",,,4.655653,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1982","1982","PC","Percentage","0","Units",,,0.929684,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1983","1983","PC","Percentage","0","Units",,,3.491525,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1984","1984","PC","Percentage","0","Units",,,4.792699,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1985","1985","PC","Percentage","0","Units",,,1.615335,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1986","1986","PC","Percentage","0","Units",,,2.705642,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1987","1987","PC","Percentage","0","Units",,,0.970839,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1988","1988","PC","Percentage","0","Units",,,-0.353677,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1989","1989","PC","Percentage","0","Units",,,0.161414,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1990","1990","PC","Percentage","0","Units",,,0.153141,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1991","1991","PC","Percentage","0","Units",,,-1.090793,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1992","1992","PC","Percentage","0","Units",,,1.093834,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1993","1993","PC","Percentage","0","Units",,,6.391529,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1994","1994","PC","Percentage","0","Units",,,5.119249,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1995","1995","PC","Percentage","0","Units",,,4.722081,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1996","1996","PC","Percentage","0","Units",,,3.615674,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1997","1997","PC","Percentage","0","Units",,,2.079197,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1998","1998","PC","Percentage","0","Units",,,0.859093,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","1999","1999","PC","Percentage","0","Units",,,5.375365,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2000","2000","PC","Percentage","0","Units",,,2.871343,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2001","2001","PC","Percentage","0","Units",,,3.410881,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2002","2002","PC","Percentage","0","Units",,,4.713963,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2003","2003","PC","Percentage","0","Units",,,4.728476,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2004","2004","PC","Percentage","0","Units",,,4.088957,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2005","2005","PC","Percentage","0","Units",,,3.353316,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2006","2006","PC","Percentage","0","Units",,,2.798463,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2007","2007","PC","Percentage","0","Units",,,3.065118,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2008","2008","PC","Percentage","0","Units",,,-1.210712,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2009","2009","PC","Percentage","0","Units",,,-0.112068,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2010","2010","PC","Percentage","0","Units",,,1.466751,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2011","2011","PC","Percentage","0","Units",,,2.22158,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2012","2012","PC","Percentage","0","Units",,,2.273032,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2013","2013","PC","Percentage","0","Units",,,2.764921,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2014","2014","PC","Percentage","0","Units",,,3.810837,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2015","2015","PC","Percentage","0","Units",,,3.736431,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2016","2016","PC","Percentage","0","Units",,,3.801758,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2017","2017","PC","Percentage","0","Units",,,3.524413,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2018","2018","PC","Percentage","0","Units",,,3.525183,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2019","2019","PC","Percentage","0","Units",,,2.445983,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2020","2020","PC","Percentage","0","Units",,,-0.653922,,
"NZL","New Zealand","B1_GA","Gross domestic product (output approach)","G","Growth rate","2021","2021","PC","Percentage","0","Units",,,5.167848,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,4059.337,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,4682.205,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,5395.984,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,6014.655,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,6272.632,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,6868.49,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,7470.967,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,8406.365,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,9571.793,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,11096.723,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,13662.28,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,17199.979,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,22703.836,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,24527.909,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,19000.008,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,18087.98,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,19763.84,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,21924.455,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,22749.01,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,23625.802,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,24572.126,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,25371.324,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2017","2017","EUR","Euro","6","Millions",,,26984.433,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2018","2018","EUR","Euro","6","Millions",,,29153.556,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,30678.645,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2020","2020","EUR","Euro","6","Millions",,,30294.045,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2021","2021","EUR","Euro","6","Millions",,,33587.579,,
"LVA","Latvia","B1_GA","Gross domestic product (output approach)","C","Current prices","2022","2022","EUR","Euro","6","Millions",,,39080.733,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1970","1970","USD","US Dollar","6","Millions",,,1073303,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1971","1971","USD","US Dollar","6","Millions",,,1164850,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1972","1972","USD","US Dollar","6","Millions",,,1279110,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1973","1973","USD","US Dollar","6","Millions",,,1425376,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1974","1974","USD","US Dollar","6","Millions",,,1545243,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1975","1975","USD","US Dollar","6","Millions",,,1684904,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1976","1976","USD","US Dollar","6","Millions",,,1873412,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1977","1977","USD","US Dollar","6","Millions",,,2081826,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1978","1978","USD","US Dollar","6","Millions",,,2351599,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1979","1979","USD","US Dollar","6","Millions",,,2627333,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1980","1980","USD","US Dollar","6","Millions",,,2857307,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1981","1981","USD","US Dollar","6","Millions",,,3207041,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1982","1982","USD","US Dollar","6","Millions",,,3343789,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1983","1983","USD","US Dollar","6","Millions",,,3634038,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1984","1984","USD","US Dollar","6","Millions",,,4037613,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1985","1985","USD","US Dollar","6","Millions",,,4338979,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1986","1986","USD","US Dollar","6","Millions",,,4579631,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1987","1987","USD","US Dollar","6","Millions",,,4855215,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1988","1988","USD","US Dollar","6","Millions",,,5236438,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1989","1989","USD","US Dollar","6","Millions",,,5641580,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","USD","US Dollar","6","Millions",,,5963144,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","USD","US Dollar","6","Millions",,,6158129,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","USD","US Dollar","6","Millions",,,6520327,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","USD","US Dollar","6","Millions",,,6858559,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","USD","US Dollar","6","Millions",,,7287236,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","USD","US Dollar","6","Millions",,,7639749,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","USD","US Dollar","6","Millions",,,8073122,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","USD","US Dollar","6","Millions",,,8577554.457,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","USD","US Dollar","6","Millions",,,9062818.202,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","USD","US Dollar","6","Millions",,,9631174.489,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","USD","US Dollar","6","Millions",,,10250947.997,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","USD","US Dollar","6","Millions",,,10581929.774,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","USD","US Dollar","6","Millions",,,10929112.955,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","USD","US Dollar","6","Millions",,,11456442.041,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","USD","US Dollar","6","Millions",,,12217193.198,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","USD","US Dollar","6","Millions",,,13039199.193,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","USD","US Dollar","6","Millions",,,13815586.948,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","USD","US Dollar","6","Millions",,,14474226.905,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","USD","US Dollar","6","Millions",,,14769857.911,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","USD","US Dollar","6","Millions",,,14478064.934,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","USD","US Dollar","6","Millions",,,15048964.444,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","USD","US Dollar","6","Millions",,,15599728.123,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","USD","US Dollar","6","Millions",,,16253972.23,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","USD","US Dollar","6","Millions",,,16843190.993,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","USD","US Dollar","6","Millions",,,17550680.174,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","USD","US Dollar","6","Millions",,,18206020.741,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2016","2016","USD","US Dollar","6","Millions",,,18695110.842,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2017","2017","USD","US Dollar","6","Millions",,,19477336.549,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2018","2018","USD","US Dollar","6","Millions",,,20533057.312,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2019","2019","USD","US Dollar","6","Millions",,,21380976.119,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2020","2020","USD","US Dollar","6","Millions",,,21060473.613,,
"USA","United States","B1_GA","Gross domestic product (output approach)","C","Current prices","2021","2021","USD","US Dollar","6","Millions",,,23315080.56,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","1996","1996","PC","Percentage","0","Units",,,4.567124,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","1997","1997","PC","Percentage","0","Units",,,5.771612,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","1998","1998","PC","Percentage","0","Units",,,7.362801,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","1999","1999","PC","Percentage","0","Units",,,4.034924,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2000","2000","PC","Percentage","0","Units",,,4.985043,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2001","2001","PC","Percentage","0","Units",,,4.013498,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2002","2002","PC","Percentage","0","Units",,,0.559519,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2003","2003","PC","Percentage","0","Units",,,2.142688,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2004","2004","PC","Percentage","0","Units",,,7.802399,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2005","2005","PC","Percentage","0","Units",,,6.124439,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2006","2006","PC","Percentage","0","Units",,,6.316993,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2007","2007","PC","Percentage","0","Units",,,8.45486,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2008","2008","PC","Percentage","0","Units",,,2.209496,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2009","2009","PC","Percentage","0","Units",,,-7.66381,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2010","2010","PC","Percentage","0","Units",,,-2.832775,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","G","Growth rate","2011","2011","PC","Percentage","0","Units",,,1.845779,,
